textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
f5b15be6f6, HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral,night,70-100,Liechtenstein,38128,160,238
68bda81bb9,"Family is here,hanging with them","Family is here,hanging with them",neutral,morning,0-20,Lithuania,2722289,6.27E+04,43
59e77db781,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,.it`s gorgeous out!,positive,noon,21-30,Luxembourg,625978,2590,242
e3731b6ce8, what`s goin on hun?  I`m worried about you,m worried,negative,night,31-45,Madagascar,27691018,581795,48
b09362ee8e, Im not bannished... but I am at work till 6,Im not bannished.,negative,morning,46-60,Malawi,19129952,94280,203
c4f9792d55," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.","Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral,noon,60-70,Malaysia,32365999,328550,99
20d4300a14," red top tabloids, build em up, knock em down","red top tabloids, build em up, knock em down",neutral,night,70-100,Maldives,540544,300,1802
7b69f49c42,tonight in party w/ my girls (minus vita),tonight in party w/ my girls (minus vita),positive,morning,0-20,Mali,20250833,1220190,17
519a5d3be7,  why not now you made me sad I thought you`d be jumping for joy,why not now you made me sad I thought you`d be jumping for joy,neutral,noon,21-30,Malta,441543,320,1380
aa97eca66f, Simple my a#@,Simple my a#@,neutral,night,31-45,Marshall Islands,59190,180,329
d3230b7cfd,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now","The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",neutral,morning,46-60,Mauritania,4649658,1030700,5
294df18b9f," I saw the play of it here, it was amazing",amazing,positive,noon,60-70,Mauritius,1271768,2.03E+03,626
e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,glad,positive,night,70-100,Mexico,128932753,1943950,66
b7a9ba95d0,Dinner with the fam... I have missed them,I have missed them,negative,morning,0-20,Micronesia,115023,700,164
6943d0f480,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.","_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral,noon,21-30,Moldova,4033963,32850,123
9e047ed52a,Hell yeah Kellynn got a Twitter. Finally.,Hell yeah Kellynn got a Twitter. Finally.,neutral,night,31-45,Monaco,39242,1,26337
a54d3c2825," I know   It was worth a shot, though!",as wort,positive,morning,46-60,Mongolia,3278290,1553560,2
5b578d0b4c,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",better,positive,noon,60-70,Montenegro,628066,13450,47
c4ab28566e,Ship. I`m stuck.,Ship. I`m stuck.,negative,night,70-100,Morocco,36910560,446300,83
162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,Cannot wait,positive,morning,0-20,Mozambique,31255435,786380,40
c25871ec9e," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",shame,negative,noon,21-30,Myanmar (formerly Burma),54409800,653290,83
fdb77c3752,,,neutral,night,31-45,Namibia,2540905,8.23E+05,3
ddd4dd7be4,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,neutral,morning,46-60,Nauru,10824,20,541
d2af698d65,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery,neutral,noon,60-70,Nepal,29136808,143350,203
1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,Definitely pinched a nerve.,negative,night,70-100,Netherlands,17134872,33720,508
bb61a7094b,today is a busy day. exhausting!,exhausting!,negative,morning,0-20,New Zealand,4822233,263310,18
454ea2153b," I was going to go on Sunday, but now I`ve got too much going on that weekend","I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral,noon,21-30,Nicaragua,6624554,120340,55
b5dd587dd2, Sorry to hear ur flight got cancelled  that blows!!!,Sorry,negative,night,31-45,Niger,24206644,1266700,19
e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,im sad it very hurts,negative,morning,46-60,Nigeria,206139589,910770,226
ea3320d696,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love","Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive,noon,60-70,North Korea,25778816,120410,214
5680a0b488, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,I`m broke,negative,night,70-100,North Macedonia,2083374,25220,83
ed6c2e4824, Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,neutral,morning,0-20,Norway,5421241,3.65E+05,15
a8f2acd515,sore throat. Planning the TET outing to Marwell though...good times,sore throat. Planning the TET outing to Marwell though...good times,neutral,noon,21-30,Oman,5106626,309500,16
e9f7f78cfa,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,it was amazin,positive,night,31-45,Pakistan,220892340,770880,287
4c71b5fb91,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,now a migraine.,negative,morning,46-60,Palau,18094,460,39
be8544ffb1, There!,There!,neutral,noon,60-70,Palestine State,5101414,6020,847
0404648e1c,?sucks!?..,?sucks!?..,negative,night,70-100,Panama,4314767,74340,58
e136c0f2af, whens the sway sway winner announced?,whens the sway sway winner announced?,neutral,morning,0-20,Papua New Guinea,8947024,452860,20
032e865dc7, K will check it out...,K will check it out...,neutral,noon,21-30,Paraguay,7132538,397300,18
d723ea3299," doing pretty well, up and wide awake","doing pretty well,",positive,night,31-45,Peru,32971854,1280000,26
3d208b8e59,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!","i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",neutral,morning,46-60,Philippines,109581078,298170,368
f1f5e8edfa,I Miss Daddy and Mommy,I Miss Daddy and Mommy,negative,noon,60-70,Poland,37846611,3.06E+05,124
51f4502988,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",officially depressed,negative,night,70-100,Portugal,10196709,91590,111
728c29215f,I just realized that I can`t forward text msgs with my iPhone.,I just realized that I can`t forward text msgs with my iPhone.,neutral,morning,0-20,Qatar,2881053,11610,248
c9091836ce,"My frist post... Off to find a new car for my parents, exciting!",exciting!,positive,noon,21-30,Romania,19237691,230170,84
9668542b2a,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,That sucks!,negative,night,31-45,Russia,145934462,16376870,9
cd5d081760,seriously bored without anyone to talk to... but not tired enough for sleep,bored,negative,morning,46-60,Rwanda,12952218,24670,525
061eb4c0de, I am lost. Please help me find a good home.,I am lost.,negative,noon,60-70,Saint Kitts and Nevis,53199,260,205
c20cb786c4,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38","It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral,night,70-100,Saint Lucia,183627,610,301
7733e8541a,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,bad,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390,284
58eda20efc, LMAO... Smh!  that one threw me off.,LMAO... Smh!  that one threw me off,neutral,noon,21-30,Samoa,198414,2830,70
2f5c77dfb3, oh nice going!,oh nice going!,positive,night,31-45,San Marino,33931,6.00E+01,566
4646623c1d,Is getting ready for work... Working all weekend,Is getting ready for work... Working all weekend,neutral,morning,46-60,Sao Tome and Principe,219159,960,228
a97db072ed,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,partying,positive,noon,60-70,Saudi Arabia,34813871,2149690,16
f3117413cc, i agree with you!,i agree with you!,positive,night,70-100,Senegal,16743927,192530,87
59cb0c3a14, I only do computers. Am hopeless at everything else,Am hopeless at everything else,negative,morning,0-20,Serbia,8737371,87460,100
322b61740c,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",perfect ma,positive,noon,21-30,Seychelles,98347,460,214
7179c215a7,_2nd aww thanks!,thanks!,positive,night,31-45,Sierra Leone,7976983,72180,111
1f581d48bc, Sorry RB is on PS3 for me,Sorry,negative,morning,46-60,Singapore,5850342,700,8358
c42982a22d,I saw amazing heeels. But they were too big,I saw amazing heeels. But they were too big,neutral,noon,60-70,Slovakia,5459642,48088,114
9191e574bb,I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,stuck,negative,night,70-100,Slovenia,2078938,20140,103
f4e428e4b3,dang last url went down  ? http://blip.fm/~7aigm,dang,negative,morning,0-20,Solomon Islands,686884,2.80E+04,25
1ee0b44db0," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",i missed all ur tweets,negative,noon,21-30,Somalia,15893222,627340,25
4095d52d2d, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,Damnit all. That sucks.,negative,night,31-45,South Africa,59308690,1213090,49
4491189459, my boss. She`s moving to NYC,my boss. She`s moving to NYC,neutral,morning,46-60,South Korea,51269185,97230,527
e8be898842,this is sooo crazy i have fever..,this is sooo crazy,negative,noon,60-70,South Sudan,11193725,610952,18
9b388b2cd9,is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,some stupid ****,negative,night,70-100,Spain,46754778,498800,94
3d1238a2f0,I think i need some new friends,I think i need some new friends,neutral,morning,0-20,Sri Lanka,21413249,62710,341
98ff5a440e, Looking forward to your gig in Ireland!!!  See ya there!,Looking forward to your gig in Ireland!!!  See ya there!,neutral,noon,21-30,Sudan,43849260,1765048,25
b94aaf845e,Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,Please Re,positive,night,31-45,Suriname,586632,156000,4
95d0ad2e17,aww  you loooove me,aww  you loooove me,positive,morning,46-60,Sweden,10099265,410340,25
b8e58e1a21,"is hungry, twitter.  i want food. </3","is hungry, twitter.  i want food.",neutral,noon,60-70,Switzerland,8654622,3.95E+04,219
39923bb286,awesome lucky you,awesome lucky you,positive,night,70-100,Syria,17500658,183630,95
b751f39570," yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha","yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   ha",neutral,morning,0-20,Tajikistan,9537645,139960,68
c1b915d1d5," haha im jewish, i love that one",love,positive,noon,21-30,Tanzania,59734218,885800,67
f38f53fbde,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!","had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral,night,31-45,Thailand,69799978,510890,137
c2a17084e9, l`m on 3 days too matt. No fun this weekend.,No fun,negative,morning,46-60,Timor-Leste,1318445,14870,89
3848e03ac5, u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for,neutral,noon,60-70,Togo,8278724,54390,152
356ad29589, I feel your pain. Mine is the same way,I feel your pain.,negative,night,70-100,Tonga,105695,720,147
3696d1db81,comes home in two days,comes home in two days,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273
81e6c0ac2d, Sadly no. It didn`t come with one...,Sadly,negative,noon,21-30,Tunisia,11818619,155360,76
12cfc10225,Cant wait to see my boy tomorrow,Cant wait,positive,night,31-45,Turkey,84339067,7.70E+05,110
9f51c335d0, ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,neutral,morning,46-60,Turkmenistan,6031200,469930,13
81e29d1a0b, aww I miss driving down elmwood,aww I miss driving,negative,noon,60-70,Tuvalu,11792,30,393
3773846bc3,Omg Wango Tango was **** AWSOME! I love my baby for taking me,Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive,night,70-100,Uganda,45741007,199810,229
6f3818a39e,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",its very cool,positive,morning,0-20,Ukraine,43733762,579320,75
2e6ee964a4,_30439 I really wish I could go!,wish,positive,noon,21-30,United Arab Emirates,9890402,83600,118
759b899f29," yeah real hard, but I know you`ll get by with it... smile","yeah real hard, but I know you`ll get by with it... smile",neutral,night,31-45,United Kingdom,67886011,241930,281
12da1098a2, I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,that`s not good,negative,morning,46-60,United States of America,331002651,9147420,36
38e44e0f32,  This has made my night!!  Way too funny!!,This has made my night!!  Way too funny!,positive,noon,60-70,Uruguay,3473730,175020,20
b534d768ca,Woo CAVS.  Happy Mother`s Day!,Happy,positive,night,70-100,Uzbekistan,33469203,425400,79
c422db675c, I make that same face when I get home and your mom is watching soaps.,I make that same face when I get home and your mom is watching soaps.,neutral,morning,0-20,Vanuatu,307145,1.22E+04,25
a34bf825fc,I have to go to work now.,I have to go to work now.,neutral,noon,21-30,Venezuela,28435940,882050,32
dbc45af041, I can`t believe you went and got boba without me.,I can`t believe you went and got boba without me.,neutral,night,31-45,Vietnam,97338579,310070,314
018c0cf1f9,"  And to you too, how are you today?","And to you too, how are you today?",neutral,morning,46-60,Yemen,29825964,527970,56
7e820f005a, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,Thanks,positive,noon,60-70,Zambia,18383955,743390,25
e839d6a472,19 days and counting,19 days and counting,neutral,night,70-100,Zimbabwe,14862924,386850,38
a210eda5c9, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,sorry  friends,negative,morning,0-20,Afghanistan,38928346,652860,60
47990d2312,BRAINFREEZE,BRAINFREEZE,neutral,noon,21-30,Albania,2877797,27400,105
340600d483,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,neutral,night,31-45,Algeria,43851044,2381740,18
5fcf7bd80c,"My sunburn is peeling,","My sunburn is peeling,",negative,morning,46-60,Andorra,77265,470,164
9e964bdfda,perky purple nail polish isn`t as perky when its chipped,perky purple nail polish isn`t as perky when its chipped,neutral,noon,60-70,Angola,32866272,1246700,26
3d635198c2,"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.","http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",neutral,night,70-100,Antigua and Barbuda,97929,440,223
bba9d463f4,Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,I don`t have no one to cuddle with..,negative,morning,0-20,Argentina,45195774,2736690,17
54a62c239a,I hate the dentist,hate,negative,noon,21-30,Armenia,2963243,28470,104
ebc8565a98," nothing aimed at you, just joining in...sorry",.sorry,negative,night,31-45,Australia,25499884,7682300,3
cf888f0df3,I`m taking a twitter break. Cell is dying,dying,negative,morning,46-60,Austria,9006398,8.24E+04,109
0456aab9bb, qood morninq,qood morninq,neutral,noon,60-70,Azerbaijan,10139177,82658,123
85b2dbf969,writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,neutral,night,70-100,Bahamas,393244,10010,39
30dd327860,needs more followers,needs more followers,neutral,morning,0-20,Bahrain,1701575,760,2239
4c8d61cfd0,I wish I could get my nails done  stupid job,stupid job,negative,noon,21-30,Bangladesh,164689383,130170,1265
ef200df027,The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form,neutral,night,31-45,Barbados,287375,430,668
bd0fa6cebd, the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,neutral,morning,46-60,Belarus,9449323,202910,47
2c80b2043e, Have a good one,Have a good on,positive,noon,60-70,Belgium,11589623,30280,383
1ecbc820d1," yep infact she is popular, miss india 99, talented film actress .... and lot more","she is popular,",positive,night,70-100,Belize,397628,22810,17
02e569bee0,Dosen`t Want To Go To Work Tomorrow,Dosen`t Want To,negative,morning,0-20,Benin,12123200,112760,108
f6f3b8b7a4,Daniel has won DSDS. His voice is great.,His voice is great.,positive,noon,21-30,Bhutan,771608,3.81E+04,20
41f4eb92b9,[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.,neutral,night,31-45,Bolivia,11673021,1083300,11
7a341d71fe,was hoping to go to Red Lobster this weekend,was hoping to go to Red Lobster this weekend,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
0ddd346323,_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,lucky,positive,noon,60-70,Botswana,2351627,566730,4
38a6cb940a,I sure do hope it becomes 4:20 this afternoon ...,I sure do hope,positive,night,70-100,Brazil,212559417,8358140,25
a0f446e1bf, it means that you are now FAMOUS. Congrats!,Congrats!,positive,morning,0-20,Brunei,437479,5270,83
db0db7f325,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,passed away,negative,noon,21-30,Bulgaria,6948445,108560,64
123fa2ef14,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",you are such amazing people!,positive,night,31-45,Burkina Faso,20903273,273600,76
8ebbcfcfd1,tamlyn wishes she was as cool as my sock draw,cool,positive,morning,46-60,Burundi,11890784,25680,463
47c5298bb9, so no rice or crusty bread with the chili .... aawww,so no rice or crusty bread with the chili .... aawww,neutral,noon,60-70,C�te d'Ivoire,26378274,318000,83
38c25280f1,"  We are of like minds this evening , my dear!","We are of like minds this evening , my dear!",neutral,night,70-100,Cabo Verde,555987,4.03E+03,138
f83634c7f2,come and save me from my packing please?!,come and save me from my packing please?!,neutral,morning,0-20,Cambodia,16718965,176520,95
301f7824f5,"Yes, I love tea. If that makes me typically English then so be it","Yes, I love tea.",positive,noon,21-30,Cameroon,26545863,472710,56
715e081e22, a mouth for sure,a mouth for sure,positive,night,31-45,Canada,37742154,9093510,4
5459ddc56e,_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,neutral,morning,46-60,Central African Republic,4829767,622980,8
e8f99c2de0, pancakes!! with lemon and sugar thanks!,thanks!,positive,noon,60-70,Chad,16425864,1259200,13
b53d8f2b09," Si, no bueno  I guess I just don`t entertain him :/",s I just don`t entertain him :/,negative,night,70-100,Chile,19116201,743532,26
71dddc0dff,I`m so hunrgy right now and these heels kill me I can hardly walk in them,kill me,negative,morning,0-20,China,1439323776,9388211,153
ca57a8830c,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,both electronic keys stopped working. there is no keyhole!,negative,noon,21-30,Colombia,50882891,1109500,46
0f0a1d8c75," Yay, three followers! Good to know more than one person in this big wide world likes fishies.",Good,positive,night,31-45,Comoros,869601,1861,467
187745f502,'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,poor tony,negative,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
a78ef3e0d0,Goodmorning,Goodmorning,positive,noon,60-70,Costa Rica,5094118,51060,100
5010f92b03,Took a shift tomorrow.    I don`t really feel like working right now.,I don`t really feel like,negative,night,70-100,Croatia,4105267,55960,73
1a88179ebb," I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .","I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too",positive,morning,0-20,Cuba,11326616,106440,106
625feab260,Saw a black snake in the garden.  Went back for a picture and it was gone,Saw a black snake in the garden.  Went back for a picture and it was gone,neutral,noon,21-30,Cyprus,1207359,9240,131
45b0430eb9,http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,best,positive,night,31-45,Czechia (Czech Republic),10708981,77240,139
86462cc997,No waterfront anymore   faccia luna and clarendon will have to do,No waterfront anymore,negative,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
b499204c32,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,positive,noon,60-70,Denmark,5792202,42430,137
60d0bb5840,Slipped up and caught the flu  feeling like poop!,feeling like poop!,negative,night,70-100,Djibouti,988000,23180,43
a52203dd88,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",excited,positive,morning,0-20,Dominica,71986,750,96
e8770f1c78,Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,then you cry ...,negative,noon,21-30,Dominican Republic,10847910,4.83E+04,225
4016e4cf72,Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,neutral,night,31-45,Ecuador,17643054,248360,71
4dc7327dd8,"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has","is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",neutral,morning,46-60,Egypt,102334404,995450,103
f5c5fbc40b," If u do, please pray 4 me.  Lord knows I need it.","If u do, please pray 4 me.  Lord knows I need it.",neutral,noon,60-70,El Salvador,6486205,20720,313
124e448e00,aaaaaw i want to live in the USA,aaaaaw i want to live in the USA,neutral,night,70-100,Equatorial Guinea,1402985,28050,50
641db1b766,Morning tweeple,Morning tweeple,positive,morning,0-20,Eritrea,3546421,101000,35
7286b251ca," Hey, I didn`t get any !!!","Hey, I didn`t get any !!!",neutral,noon,21-30,Estonia,1326535,42390,31
4a704b77f2, Now you only have 2 hours to sleep...  - Rest if you need it.,#NAME?,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
d046aa63bc,"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!","That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",neutral,morning,46-60,Ethiopia,114963588,1000000,115
8a4740ee53,I don`t want to sit at home on prom night. Someone hang out with me,I don`t want to sit at home,negative,noon,60-70,Fiji,896445,18270,49
d66f920dbd,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,wishing,positive,night,70-100,Finland,5540720,3.04E+05,18
64f91449b7,concert tonight  chackin out and not coming tomorrow!,concert tonight  chackin out and not coming tomorrow!,neutral,morning,0-20,France,65273511,547557,119
53dc5649da, what happened? I thought you were coming back today....,what happened? I thought you were coming back today....,neutral,noon,21-30,Gabon,2225734,257670,9
f2f7763cfd, lol dammit  well then next time then,dammit,negative,night,31-45,Gambia,2416668,10120,239
2abfe0decb, lol. just don`t ever forget me,lol.,positive,morning,46-60,Georgia,3989167,69490,57
7a7228dc2e, Still jealous,Still jealous,negative,noon,60-70,Germany,83783942,348560,240
754ebd84b4,http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,Me at Forever 21  Ethan couldn`t be there,negative,night,70-100,Ghana,31072940,227540,137
fba4c01756,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,SAD,negative,morning,0-20,Greece,10423054,128900,81
888304834,this week of mine was not easy!  but finally it`s over! (:,not easy!,negative,noon,21-30,Grenada,112523,340,331
88d8e96213,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,Wow what a beautiful pictur,positive,night,31-45,Guatemala,17915568,107160,167
38b762e325,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,Looks good,positive,morning,46-60,Guinea,13132795,2.46E+05,53
94e82d1574," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....","'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral,noon,60-70,Guinea-Bissau,1968001,28120,70
c10f52f160,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!","just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",neutral,night,70-100,Guyana,786552,196850,4
7e66ca1a42, but you always have lee. Let`s go to Paris,but you always have lee. Let`s go to Paris,neutral,morning,0-20,Haiti,11402528,27560,414
697887b4a1, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,a nice,positive,noon,21-30,Holy See,801,0,2003
1a1c392802,cooking with my dad  having lots of fun in the kitchen together,having lots of fun,positive,night,31-45,Honduras,9904607,111890,89
95b9338e05,Bouncing Rush makes me feel nauseous,Bouncing Rush makes me feel nauseous,negative,morning,46-60,Hungary,9660351,90530,107
b0b24ed515,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,Lovely day for it,positive,noon,60-70,Iceland,341243,100250,3
d31f708485,playing singstar without my fave duetter,playing singstar without my fave duetter,negative,night,70-100,India,1380004385,2973190,464
200f31449b,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",i like,positive,morning,0-20,Indonesia,273523615,1811570,151
3aae3dab5c," That`s just weird... :\  Oh, and what was it you were drawing for me?",That`s just weird... :\,negative,noon,21-30,Iran,83992949,1.63E+06,52
8415e9b138,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,im a good daughter,positive,night,31-45,Iraq,40222493,434320,93
7a4a97fba9,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",That`s NOT cool,negative,morning,46-60,Ireland,4937786,68890,72
e3a441b9eb,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",alwas helps.,positive,noon,60-70,Israel,8655535,21640,400
32ffcb07c4,"My Street Fighter IV skills are lacking, can`t beat Seth on easy.","lacking,",negative,night,70-100,Italy,60461826,294140,206
0ef15a1349, FIL 461 with cool people like me,cool,positive,morning,0-20,Jamaica,2961167,10830,273
2a98bd4240,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,Good,positive,noon,21-30,Japan,126476461,364555,347
13dcb0f346, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral,night,31-45,Jordan,10203134,88780,115
3c8e8d1940,my son got stung by a bug for the first time  his little finger is slightly swollen.,swollen.,negative,morning,46-60,Kazakhstan,18776707,2699700,7
a33b610db4, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral,noon,60-70,Kenya,53771296,569140,94
1f42d08f3e, oh just referring to our lil exchange on LJ with regards to twitter archive postings.,oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral,night,70-100,Kiribati,119449,8.10E+02,147
02e6423e39,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,Don`t act like u don`t know.,negative,morning,0-20,Kuwait,4270571,17820,240
9c2b1313af,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,best,positive,noon,21-30,Kyrgyzstan,6524195,191800,34
